Match Type	Search term	Added/Excluded	Campaign	Ad group	Keyword	Clicks	Impressions	CTR	Avg. CPC	Cost	Avg. position	Converted clicks	Cost / converted click	Click conversion rate
broad	personal car leasing	None	Bad Credit Leasing	Quick Cars	Quick delivery car leasing	10	84	11.90%	0.7	6.96	2.9	0	0	0.00%
broad (session-based)	best personal leasing deals	None	Bad Credit Leasing	Quick Cars	car lease in stock	1	2	50.00%	0.4	0.4	5	0	0	0.00%
broad	hippoleasuing	None	Hippo Leasing	Hippo Leasing (Generic)	hippo car leasing	1	1	100.00%	0.41	0.41	1	0	0	0.00%
broad	stock lease cars	None	Bad Credit Leasing	Quick Cars	car lease in stock	6	19	31.58%	0.33	1.96	2.4	0	0	0.00%
broad	car lease no deposit	None	Hippo Leasing	Hippo Leasing (Generic)	hippo lease cars	7	25	28.00%	1.1	7.71	1.6	0	0	0.00%
broad	car lease no deposit	None	Hippo Leasing	Hippo Leasing (Generic)	hippo leasing no deposit	10	143	6.99%	0.83	8.31	2	0	0	0.00%
broad	used aston martin lease	None	Generic Car Leasing	Used Car Leasing	used car leasing	1	1	100.00%	0.19	0.19	5	0	0	0.00%
broad (session-based)	cars finance	None	No Deposit Deals	No Deposit Deals	no deposit cars	1	1	100.00%	0.9	0.9	5	0	0	0.00%
broad	non status short term car leasing	None	Bad Credit Leasing	Bad Credit	non status car leasing	1	1	100.00%	0.96	0.96	1	0	0	0.00%
broad	lease hire cars	None	Generic Car Leasing	Car leasing	car lease purchase	10	102	9.80%	0.68	6.75	2.9	0	0	0.00%
broad	guaranteed car lease	None	Bad Credit Leasing	Bad Credit	leasing cars with bad credit	23	210	10.95%	0.99	22.67	2.9	1	22.67	4.35%
broad	car leasing companies bad credit uk	None	Bad Credit Leasing	Bad Credit	bad credit car leasing	1	1	100.00%	0.99	0.99	1	0	0	0.00%
broad	cheapest car lease deals no deposit uk	None	No Deposit Deals	No Deposit Deals	lease a car no deposit	1	2	50.00%	0.48	0.48	1	0	0	0.00%
phrase	new ka lease deals	None	Ford KA	KA (1.2 Edge)	"""ka lease"""	1	1	100.00%	0.53	0.53	2	0	0	0.00%
phrase (close variant)	cheapest no deposit lease mini convertable	None	No Deposit Deals	No Deposit Deals	"""no deposit leasing"""	1	2	50.00%	1.08	1.08	2	0	0	0.00%
broad	hippo leasing com	None	Hippo Leasing	Hippo Leasing (Generic)	hippo car lease	1	1	100.00%	0.03	0.03	1	0	0	0.00%
phrase	mercedes a class business lease no deposit	None	No Deposit Deals	No Deposit Deals	"""lease no deposit"""	1	2	50.00%	0.81	0.81	3.5	0	0	0.00%
broad	no deposit car leasing best deals	None	No Deposit Deals	No Deposit Deals	cheap car lease no deposit	1	1	100.00%	1.08	1.08	1	0	0	0.00%
broad	hippo carleasing	None	Hippo Leasing	Hippo Leasing (Generic)	hippo car lease	1	1	100.00%	0.07	0.07	1	0	0	0.00%
broad	carnoisseur car leasing	None	Generic Car Leasing	Used Car Leasing	used car leasing	1	2	50.00%	0.7	0.7	2	0	0	0.00%
broad (session-based)	guaranteed new business car lease	None	Bad Credit Leasing	Bad Credit	lease car bad credit	1	1	100.00%	0.97	0.97	6	0	0	0.00%
broad	uk leasing deals	None	Personal Leasing Quotes	Quick Leasing Quote (Generic)	car leasing deals personal	1	1	100.00%	0.24	0.24	1	0	0	0.00%
broad	taxi lease hire	None	Personal Leasing Quotes	Quick Leasing Quote (Generic)	car leasing deals personal	1	3	33.33%	0.95	0.95	1.7	0	0	0.00%
exact (close variant)	cheapest car lease	None	Generic Car Leasing	Car leasing	"""cheap car lease"""	4	16	25.00%	0.58	2.32	1.8	0	0	0.00%
broad	cheapest car lease	None	Generic Car Leasing	Used Car Leasing	used lease cars	2	9	22.22%	0.32	0.64	4.8	0	0	0.00%
broad	personal used car leasing deals	None	No Deposit Deals	No Deposit Deals	cheap car leasing deals	1	1	100.00%	0.99	0.99	2	0	0	0.00%
broad	mercedes lease deals no deposit	None	No Deposit Deals	No Deposit Deals	lease a car no deposit	12	41	29.27%	0.54	6.53	2.7	0	0	0.00%
broad	car leasing for adverse credit	None	Bad Credit Leasing	Bad Credit	leasing cars with bad credit	1	2	50.00%	1.25	1.25	4.5	0	0	0.00%
broad	lease to buy a car	None	Generic Car Leasing	Used Car Leasing	can you lease a used car	1	1	100.00%	0.19	0.19	4	0	0	0.00%
phrase	lease ford ka cheap	None	Ford KA	KA (1.2 Edge)	"""lease ford ka"""	1	7	14.29%	0.74	0.74	3.4	0	0	0.00%
broad	guaranteed car finance dealers in essex	None	Bad Credit Leasing	Bad Credit	bad credit car leasing	1	10	10.00%	1.17	1.17	4.5	0	0	0.00%
broad	no deposit business car leasing uk	None	No Deposit Deals	No Deposit Deals	lease a car no deposit	1	3	33.33%	0.49	0.49	4.7	1	0.49	100.00%
broad	cheap lease deals no depsoit	None	No Deposit Deals	No Deposit Deals	lease a car no deposit	1	2	50.00%	0.38	0.38	1	0	0	0.00%
broad	do you need credit to lease a car	None	Bad Credit Leasing	Bad Credit	lease cars bad credit	1	1	100.00%	0.94	0.94	4	0	0	0.00%
broad	new van lease bad credit	None	Bad Credit Leasing	Bad Credit	lease car bad credit	1	2	50.00%	0.89	0.89	3	0	0	0.00%
broad (session-based)	vehicle lease	None	Bad Credit Leasing	Bad Credit	lease cars bad credit	1	1	100.00%	0.98	0.98	1	0	0	0.00%
broad	lcar lease	None	Generic Car Leasing	Car leasing	car lease financing	1	1	100.00%	0.73	0.73	1	0	0	0.00%
broad	get car bankrupt non status lease used	None	Bad Credit Leasing	Bad Credit	non status car leasing	1	1	100.00%	0.82	0.82	2	0	0	0.00%
broad	low deposit vehicle leasing	None	No Deposit Deals	No Deposit Deals	lease small deposit	2	3	66.67%	0.66	1.33	2	0	0	0.00%
phrase	lease ford ka edge	None	Ford KA	KA (1.2 Edge)	"""lease ford ka"""	1	1	100.00%	0.34	0.34	2	0	0	0.00%
phrase	car lease companies uk	None	Generic Car Leasing	Car leasing	"""car lease companies"""	1	10	10.00%	0.89	0.89	1.6	0	0	0.00%
broad	mercedes benz aclass poor credit lease	None	Bad Credit Leasing	Bad Credit	lease car bad credit	1	2	50.00%	0.85	0.85	2.5	0	0	0.00%
broad (session-based)	car leasing on newly used cars	None	Bad Credit Leasing	Bad Credit	leasing cars with bad credit	1	1	100.00%	0.86	0.86	3	0	0	0.00%
broad	lease a car including insurance	None	Generic Car Leasing	Used Car Leasing	leasing a used car	1	1	100.00%	0.21	0.21	5	0	0	0.00%
phrase (close variant)	cheap no deposit lease deals	None	No Deposit Deals	No Deposit Deals	"""no deposit leasing"""	1	1	100.00%	0.58	0.58	1	0	0	0.00%
broad	personal car lease deals no deposit	None	Hippo Leasing	Hippo Leasing (Generic)	hippo leasing no deposit	1	2	50.00%	0.81	0.81	2.5	0	0	0.00%
broad	second hand car lease short term	None	Generic Car Leasing	Used Car Leasing	used car lease deals	4	5	80.00%	0.22	0.86	3.2	0	0	0.00%
broad	ford lease cars	None	Ford KA	KA (1.2 Edge)	ford ka leasing	1	39	2.56%	0.9	0.9	7.1	0	0	0.00%
phrase	private car leasing with bad credit history	None	Bad Credit Leasing	Bad Credit	"""car leasing with bad credit"""	1	1	100.00%	1.11	1.11	2	0	0	0.00%
phrase (close variant)	personal lease volkswagen golf	None	VW	VW Golf	"""leasing Volkswagen Golf"""	2	4	50.00%	0.78	1.55	3	0	0	0.00%
broad	6 month car lease uk	None	Generic Car Leasing	Used Car Leasing	used car leasing	1	6	16.67%	0.21	0.21	4.5	0	0	0.00%
broad	no deposit car lease	None	Hippo Leasing	Hippo Leasing (Generic)	hippo lease cars	4	10	40.00%	1	3.98	2	0	0	0.00%
broad	rental cars no deposit required	None	No Deposit Deals	No Deposit Deals	no deposit cars	1	1	100.00%	0.89	0.89	2	1	0.89	100.00%
broad	cheap deposit free lease cars	None	No Deposit Deals	No Deposit Deals	lease a car no deposit	1	1	100.00%	0.53	0.53	1	0	0	0.00%
broad	fast car leasing	None	No Deposit Deals	No Deposit Deals	cheap car leasing deals	1	1	100.00%	0.76	0.76	3	0	0	0.00%
broad	bad credit lease car sales calculator	None	Bad Credit Leasing	Bad Credit	leasing cars with bad credit	1	2	50.00%	0.98	0.98	2.5	0	0	0.00%
broad	vauxhall insignia diesel	None	Vauxhall	Vauxhall Insignia Both	vauxhall insignia deals	1	10	10.00%	0.89	0.89	3.6	0	0	0.00%
broad	no deposit lease a car for less than 100 a month	None	No Deposit Deals	No Deposit Deals	lease a car no deposit	1	1	100.00%	0.71	0.71	2	0	0	0.00%
broad	leasecar	None	Generic Car Leasing	Car leasing	car lease financing	1	9	11.11%	0.78	0.78	2.3	0	0	0.00%
broad	vehicle leasing poor credit	None	Bad Credit Leasing	Bad Credit	lease cars bad credit	2	1	200.00%	0.77	1.54	2	0	0	0.00%
broad	immediate delivery car lease deals	None	Bad Credit Leasing	Quick Cars	quick car lease	1	1	100.00%	0.65	0.65	1	0	0	0.00%
broad	hyppo cars	None	Hippo Leasing	Hippo Leasing (Generic)	hippo vehicle leasing	2	3	66.67%	0.08	0.17	1	0	0	0.00%
broad	new no deposit personal lease cars	None	No Deposit Deals	No Deposit Deals	lease a car no deposit	1	1	100.00%	0.62	0.62	1	0	0	0.00%
broad	lease car deals 20000 miles	None	Personal Leasing Quotes	Quick Leasing Quote (Generic)	car leasing deals personal	1	1	100.00%	0.32	0.32	3	0	0	0.00%
broad	car lease deals	None	Generic Car Leasing	Car leasing	car leasing finance	78	569	13.71%	0.72	55.8	2.2	0	0	0.00%
broad	car lease deals	None	Generic Car Leasing	Used Car Leasing	used car leasing deals	20	899	2.22%	0.22	4.36	5.5	0	0	0.00%
broad	new corsa no deposit	None	Vauxhall Corsa	Corsa No deposit	lease corsa no deposit	1	5	20.00%	0.69	0.69	2.8	0	0	0.00%
broad	car leasing made simple bad credit	None	Bad Credit Leasing	Bad Credit	lease cars bad credit	2	1	200.00%	1.13	2.26	4	0	0	0.00%
phrase (close variant)	2 month car lease uk	None	Hippo Leasing	Hippo Leasing (Generic)	"""car leasing uk"""	3	7	42.86%	0.69	2.06	2.4	0	0	0.00%
broad	lease cars no depoist	None	No Deposit Deals	No Deposit Deals	lease a car no deposit	1	1	100.00%	0.58	0.58	2	0	0	0.00%
broad	car leasing 2nd hand	None	Generic Car Leasing	Used Car Leasing	lease a used car	2	1	200.00%	0.21	0.42	1	0	0	0.00%
broad	no deposit personal car leasing uk	None	No Deposit Deals	No Deposit Deals	Leasing no deposit	1	2	50.00%	0.95	0.95	1	0	0	0.00%
broad	ex lease cars for sale in birmingham uk	None	Generic Car Leasing	Used Car Leasing	used car lease	1	1	100.00%	0.21	0.21	3	0	0	0.00%
broad	uk car lease special	None	Generic Car Leasing	Used Car Leasing	used car lease	1	1	100.00%	0.2	0.2	2	0	0	0.00%
broad	lease cars poor credit	None	Bad Credit Leasing	Bad Credit	lease car bad credit	0	1	0.00%	0	0	4	0	0	0.00%
broad	astra lease zero deposit	None	No Deposit Deals	No Deposit Deals	no deposit leasing	1	1	100.00%	0.33	0.33	1	0	0	0.00%
phrase (close variant)	lease car no deposir preston	None	No Deposit Deals	No Deposit Deals	"""lease car no deposit"""	1	1	100.00%	0.99	0.99	1	0	0	0.00%
broad (session-based)	lease cars how much	None	Hippo Leasing	Hippo Leasing (Generic)	hippo vehicle leasing	1	3	33.33%	1.01	1.01	1.3	0	0	0.00%
phrase	golf gtd lease no deposit	None	No Deposit Deals	No Deposit Deals	lease no deposit	1	1	100.00%	0.36	0.36	2	0	0	0.00%
broad	lease car wrexham	None	Generic Car Leasing	Used Car Leasing	used lease cars	1	1	100.00%	0.16	0.16	2	0	0	0.00%
broad	first vehicle leasing	None	Generic Car Leasing	Car leasing	car lease financing	2	163	1.23%	0.89	1.78	1.2	0	0	0.00%
broad	what is leasing a car mean	None	Generic Car Leasing	Used Car Leasing	used car leasing	1	1	100.00%	0.52	0.52	1	0	0	0.00%
broad	nhft trust car lease scheme	None	Generic Car Leasing	Used Car Leasing	used car lease	1	1	100.00%	0.16	0.16	1	0	0	0.00%
broad	lease car dunfermline no deposit	None	No Deposit Deals	No Deposit Deals	lease a car no deposit	1	2	50.00%	0.52	0.52	4.5	0	0	0.00%
broad	vauxhall leasw	None	Vauxhall	Vauxhall Insignia (Petrol)	vauxhall insignia lease	1	1	100.00%	0.77	0.77	1	0	0	0.00%
broad	cheapest car lease	None	Personal Leasing Quotes	Quick Leasing Quote (Generic)	car leasing deals personal	1	3	33.33%	0.84	0.84	2.3	0	0	0.00%
broad (session-based)	new skoda fabia estate poor credit	None	Bad Credit Leasing	Bad Credit	bad credit car leasing	1	1	100.00%	0.76	0.76	2	0	0	0.00%
broad	3 year car lease nill deposit	None	No Deposit Deals	No Deposit Deals	lease a car no deposit	1	2	50.00%	0.53	0.53	1.5	0	0	0.00%
phrase (close variant)	cheapest vauxhall astra lease	None	Vauxhall Astra	Vauxhall Astra (Diesel)	"""astra leasing"""	1	3	33.33%	0.69	0.69	2	0	0	0.00%
phrase	private car leasing no deposit	None	No Deposit Deals	No Deposit Deals	Leasing no deposit	4	3	133.33%	0.52	2.09	1	0	0	0.00%
broad	car leasing companys	None	Generic Car Leasing	Car leasing	car lease financing	1	2	50.00%	0.81	0.81	2	0	0	0.00%
exact (close variant)	car leasing companys	None	Generic Car Leasing	Car leasing	"""car leasing companies"""	3	5	60.00%	0.64	1.91	1.4	0	0	0.00%
broad	corsa lease	None	Vauxhall Corsa	Corsa No deposit	lease corsa no deposit	17	98	17.35%	0.64	10.82	1.9	0	0	0.00%
phrase (close variant)	lease cars with bad credit history	None	Bad Credit Leasing	Bad Credit	"""lease car with bad credit"""	2	13	15.38%	1.46	2.93	3	0	0	0.00%
phrase	zero deposit personal vehicle leasing	None	Personal Leasing Quotes	Quick Leasing Quote (Generic)	"""personal vehicle leasing"""	1	1	100.00%	0.96	0.96	1	0	0	0.00%
broad (session-based)	best lease deals uk	None	No Deposit Deals	No Deposit Deals	lease car no deposit	1	1	100.00%	0.57	0.57	1	0	0	0.00%
phrase	car leasing uk deals	None	Hippo Leasing	Hippo Leasing (Generic)	"""car leasing uk"""	19	234	8.12%	0.83	15.79	3.5	0	0	0.00%
broad	low car finance no deposit	None	No Deposit Deals	No Deposit Deals	no deposit cars	1	1	100.00%	0.96	0.96	3	0	0	0.00%
broad	24 month car lease	None	Generic Car Leasing	Used Car Leasing	used car leasing special offers	2	20	10.00%	0.24	0.47	6.3	0	0	0.00%
broad	used xkr convertible leasing	None	Generic Car Leasing	Used Car Leasing	used car lease hire	1	1	100.00%	0.2	0.2	2	0	0	0.00%
broad	leasing options for poor credit	None	Bad Credit Leasing	Bad Credit	lease cars bad credit	1	1	100.00%	0.81	0.81	2	0	0	0.00%
broad	lease car deals uk	None	No Deposit Deals	No Deposit Deals	cheap car leasing deals	2	4	50.00%	0.7	1.41	2	0	0	0.00%
broad	information about car leasing	None	Bad Credit Leasing	Quick Cars	quick car leasing	1	1	100.00%	0.28	0.28	2	0	0	0.00%
broad (session-based)	personal car leasing uk low deposit	None	Vauxhall Corsa	Corsa No deposit	lease corsa no deposit	1	1	100.00%	0.35	0.35	3	0	0	0.00%
phrase	just such no deposit leasing	None	No Deposit Deals	No Deposit Deals	"""no deposit leasing"""	1	1	100.00%	0.96	0.96	1	0	0	0.00%
broad	non status van contract hire	None	Bad Credit Leasing	Bad Credit	non status car leasing	1	16	6.25%	0.9	0.9	3.9	0	0	0.00%
broad	best personal car leasing deals	None	No Deposit Deals	No Deposit Deals	cheap car leasing deals	1	1	100.00%	0.81	0.81	2	0	0	0.00%
broad	credit car leasing	None	Bad Credit Leasing	Bad Credit	lease cars bad credit	1	1	100.00%	1.3	1.3	1	0	0	0.00%
broad	hippo leasing zafira	None	Hippo Leasing	Hippo Leasing (Generic)	hippo car leasing	1	1	100.00%	0.13	0.13	1	0	0	0.00%
broad	0 deposit cars	None	No Deposit Deals	No Deposit Deals	no deposit cars	2	17	11.76%	0.74	1.48	3.1	0	0	0.00%
broad (session-based)	cheap kia lease deals	None	No Deposit Deals	No Deposit Deals	lease car no deposit	1	2	50.00%	0.98	0.98	1.5	0	0	0.00%
broad (session-based)	cars for 99 per month no deposit	None	No Deposit Deals	No Deposit Deals	lease a car no deposit	1	1	100.00%	0.35	0.35	2	0	0	0.00%
broad	long term car lease bad credit	None	Bad Credit Leasing	Bad Credit	lease cars bad credit	1	3	33.33%	1.47	1.47	3	0	0	0.00%
broad	hire purchase cars bad credit	None	Bad Credit Leasing	Bad Credit	lease car bad credit	0	5	0.00%	0	0	6.8	0	0	0.00%
broad	car leasing for under 100	None	Generic Car Leasing	Used Car Leasing	used car lease	1	2	50.00%	0.3	0.3	9	0	0	0.00%
broad	best bad credit car leasing	None	Bad Credit Leasing	Bad Credit	leasing cars with bad credit	1	3	33.33%	0.86	0.86	3	0	0	0.00%
broad	pickup truck lease 0 deposit	None	No Deposit Deals	No Deposit Deals	lease small deposit	1	3	33.33%	0.95	0.95	2	0	0	0.00%
phrase	business lease golf	None	VW	VW Golf	"""lease golf"""	1	1	100.00%	0.8	0.8	1	0	0	0.00%
phrase	no deposit lease cars uk	None	No Deposit Deals	No Deposit Deals	no deposit lease	1	2	50.00%	0.59	0.59	1	0	0	0.00%
broad	car lease deals no deposi	None	No Deposit Deals	No Deposit Deals	cheapest car lease deals no deposit	1	1	100.00%	0.93	0.93	1	0	0	0.00%
broad	hippo leasing pistonheads	None	Hippo Leasing	Hippo Leasing (Generic)	hippo car leasing	1	1	100.00%	0.5	0.5	1	0	0	0.00%
broad	what the best no deposit personal car leasing	None	No Deposit Deals	No Deposit Deals	lease a car no deposit	1	1	100.00%	0.5	0.5	5	0	0	0.00%
broad	lease cars small deposit	None	No Deposit Deals	No Deposit Deals	lease a car no deposit	1	1	100.00%	0.56	0.56	2	0	0	0.00%
broad (session-based)	buy a car	None	Generic Car Leasing	Used Car Leasing	lease a used car	1	1	100.00%	0.42	0.42	5	0	0	0.00%
broad	car leases with bad credit	None	Bad Credit Leasing	Bad Credit	lease cars bad credit	1	1	100.00%	1.35	1.35	3	0	0	0.00%
broad	can i lease a used car	None	Generic Car Leasing	Used Car Leasing	used car lease deals	1	1	100.00%	0.22	0.22	3	0	0	0.00%
broad	2nd hand lease cars	None	Generic Car Leasing	Used Car Leasing	can you lease a used car	1	2	50.00%	0.32	0.32	2.5	0	0	0.00%
broad (session-based)	bad credit personal lease lexus is220d	None	Bad Credit Leasing	Bad Credit	lease cars bad credit	1	1	100.00%	1.05	1.05	5	0	0	0.00%
broad	personal lease car no deposit	None	No Deposit Deals	No Deposit Deals	lease a car no deposit	1	4	25.00%	0.65	0.65	2	0	0	0.00%
phrase	guaranteed car leasing no deposit	None	No Deposit Deals	No Deposit Deals	"""car leasing no deposit"""	1	1	100.00%	0.86	0.86	2	0	0	0.00%
broad	guaranteed car leasing no deposit	None	No Deposit Deals	No Deposit Deals	lease a car no deposit	1	4	25.00%	0.56	0.56	5.3	0	0	0.00%
broad	no deposite car leasing	None	No Deposit Deals	No Deposit Deals	lease a car no deposit	1	5	20.00%	0.78	0.78	2.8	0	0	0.00%
phrase	personal lease golf r	None	VW	VW Golf	"""lease golf"""	3	79	3.80%	0.74	2.22	2.4	0	0	0.00%
broad	car leasing kia sorento under 100	None	Generic Car Leasing	Used Car Leasing	used car leasing	1	1	100.00%	0.29	0.29	10	0	0	0.00%
broad	can i lease a car with bad credit in basildon	None	Bad Credit Leasing	Bad Credit	lease car bad credit	1	1	100.00%	1.46	1.46	5	0	0	0.00%
broad	no deposit car finance	None	No Deposit Deals	No Deposit Deals	lease car no deposit	0	2	0.00%	0	0	5	0	0	0.00%
broad	car rental no deposit paisley	None	No Deposit Deals	No Deposit Deals	no deposit cars	1	1	100.00%	0.58	0.58	2	0	0	0.00%
broad	lease a van with bad credit	None	Bad Credit Leasing	Bad Credit	leasing cars with bad credit	1	9	11.11%	0.99	0.99	4.4	0	0	0.00%
broad	car lease hire without credit check	None	Bad Credit Leasing	Bad Credit	leasing cars with bad credit	1	1	100.00%	0.97	0.97	1	0	0	0.00%
broad	leased car immediate delivery	None	Bad Credit Leasing	Quick Cars	Quick delivery car leasing	1	1	100.00%	0.54	0.54	1	1	0.54	100.00%
broad	buy lease	None	Generic Car Leasing	Used Car Leasing	used car leases	1	1	100.00%	0.21	0.21	2	0	0	0.00%
broad	car leasing no credit check	None	Bad Credit Leasing	Bad Credit	lease cars bad credit	12	103	11.65%	1.22	14.66	3.4	0	0	0.00%
broad	pco cars on lease	None	Generic Car Leasing	Used Car Leasing	used lease cars	1	1	100.00%	0.25	0.25	4	0	0	0.00%
phrase	car leasing uk how it works	None	Hippo Leasing	Hippo Leasing (Generic)	"""car leasing uk"""	3	22	13.64%	0.87	2.62	1.4	0	0	0.00%
broad	lease car com	None	Generic Car Leasing	Car leasing	car lease financing	1	1	100.00%	0.74	0.74	1	0	0	0.00%
broad	car leasing with a guarantor	None	Generic Car Leasing	Used Car Leasing	used car lease	1	1	100.00%	0.25	0.25	5	0	0	0.00%
broad	motability nil deposit	None	No Deposit Deals	No Deposit Deals	no deposit cars	1	1	100.00%	1.27	1.27	2	0	0	0.00%
broad	personal car lease no deposit	None	Hippo Leasing	Hippo Leasing (Generic)	hippo lease cars	31	95	32.63%	0.75	23.26	1.2	2	11.63	6.45%
broad	uk lease a car	None	Generic Car Leasing	Used Car Leasing	used car lease deals	1	1	100.00%	0.63	0.63	2	0	0	0.00%
broad	lease a car with bad credit and no money down	None	Bad Credit Leasing	Bad Credit	lease cars bad credit	1	2	50.00%	1.28	1.28	3.5	0	0	0.00%
phrase	no deposit leasing northwich	None	No Deposit Deals	No Deposit Deals	"""no deposit leasing"""	1	1	100.00%	0.66	0.66	1	0	0	0.00%
broad (session-based)	car lease with insurance	None	Personal Leasing Quotes	Quick Leasing Quote (Generic)	leasing car quote	1	1	100.00%	0.7	0.7	2	0	0	0.00%
phrase	is it possible to lease with bad credit	None	Bad Credit Leasing	Bad Credit	"""lease with bad credit"""	1	1	100.00%	0.91	0.91	3	0	0	0.00%
broad (session-based)	car dealerships in halifax uk	None	Generic Car Leasing	Used Car Leasing	used car leasing	1	1	100.00%	0.28	0.28	10	0	0	0.00%
broad	cheapest short term car leasing	None	Generic Car Leasing	Used Car Leasing	used car lease	1	1	100.00%	0.21	0.21	5	0	0	0.00%
broad	peugeot 206cc lease car	None	Generic Car Leasing	Used Car Leasing	used car lease hire	1	1	100.00%	0.23	0.23	2	0	0	0.00%
exact (close variant)	hippo lese	None	Hippo Leasing	Hippo Leasing (Generic)	hippo lease	1	1	100.00%	0.1	0.1	1	0	0	0.00%
broad	car lease no deposit birmingham	None	No Deposit Deals	No Deposit Deals	lease a car no deposit	1	1	100.00%	0.63	0.63	1	0	0	0.00%
broad	private car leasing	None	Bad Credit Leasing	Quick Cars	Quick delivery car leasing	3	34	8.82%	0.72	2.15	2.6	0	0	0.00%
broad	private car leasing	None	Bad Credit Leasing	Quick Cars	car leasing quick	1	4	25.00%	0.8	0.8	1.3	0	0	0.00%
broad	no deposit personallease cars	None	No Deposit Deals	No Deposit Deals	lease a car no deposit	1	1	100.00%	0.44	0.44	2	0	0	0.00%
phrase (close variant)	fleet car lease uk	None	Hippo Leasing	Hippo Leasing (Generic)	"""car leasing uk"""	3	8	37.50%	0.82	2.47	1.3	0	0	0.00%
broad	pics of vauxhall insignia estates	None	Vauxhall	Vauxhall Insignia Both	vauxhall insignia deals	1	1	100.00%	0.9	0.9	2	0	0	0.00%
broad	can you private lease a vehicle with bad credit	None	Bad Credit Leasing	Bad Credit	bad credit car leasing	1	2	50.00%	1.16	1.16	3	0	0	0.00%
broad	ex demo car lease	None	No Deposit Deals	No Deposit Deals	zero deposit car lease	1	1	100.00%	0.99	0.99	1	0	0	0.00%
broad	lease car small deposit	None	No Deposit Deals	No Deposit Deals	lease a car no deposit	1	4	25.00%	0.49	0.49	4.3	0	0	0.00%
broad	vauxhall corsa contract hire	None	Vauxhall Corsa	Corsa No deposit	lease corsa no deposit	2	14	14.29%	0.76	1.52	2.6	0	0	0.00%
broad	any car lease	None	Bad Credit Leasing	Bad Credit	lease car bad credit	1	4	25.00%	0.95	0.95	2	0	0	0.00%
broad (session-based)	any car lease	None	Bad Credit Leasing	Bad Credit	leasing cars with bad credit	0	2	0.00%	0	0	1	0	0	0.00%
phrase	cars on lease no deposit	Added	No Deposit Deals	No Deposit Deals	"""lease no deposit"""	3	5	60.00%	0.85	2.54	2	0	0	0.00%
broad	car lease for 100 no deposit	None	No Deposit Deals	No Deposit Deals	lease a car no deposit	1	1	100.00%	0.59	0.59	2	0	0	0.00%
broad	ford fiesta personal lease no deposit	None	No Deposit Deals	No Deposit Deals	lease car no deposit	1	3	33.33%	0.7	0.7	5.7	0	0	0.00%
broad	how to lease a used car with bad credit	None	Bad Credit Leasing	Bad Credit	lease car bad credit	1	1	100.00%	0.9	0.9	3	0	0	0.00%
broad	no deposit personal vehicle leasing	None	No Deposit Deals	No Deposit Deals	zero deposit car lease	1	1	100.00%	0.57	0.57	1	0	0	0.00%
exact (close variant)	cheape car lease	None	Generic Car Leasing	Car leasing	"""cheap car lease"""	2	1	200.00%	0.58	1.16	1	0	0	0.00%
broad	ex demo lease cars	None	Bad Credit Leasing	Quick Cars	ex demo car lease	1	8	12.50%	0.71	0.71	4.5	0	0	0.00%
phrase (close variant)	two year astra lease	None	Vauxhall Astra	Vauxhall Astra (Diesel)	"""astra leasing"""	1	1	100.00%	0.52	0.52	1	0	0	0.00%
broad	carsforleasebirmingham	None	Generic Car Leasing	Used Car Leasing	used car lease deals	1	1	100.00%	0.16	0.16	3	0	0	0.00%
broad (session-based)	car finance scotland	None	Bad Credit Leasing	Bad Credit	lease car bad credit	1	1	100.00%	1.1	1.1	2	0	0	0.00%
broad	no credit check car lease	None	Bad Credit Leasing	Bad Credit	bad credit car leasing	3	7	42.86%	1.17	3.52	3.4	1	3.52	33.33%
broad (session-based)	no credit check car lease	None	Bad Credit Leasing	Bad Credit	leasing cars with bad credit	0	1	0.00%	0	0	3	0	0	0.00%
broad (session-based)	leasing options	None	Generic Car Leasing	Used Car Leasing	lease used cars	1	1	100.00%	0.54	0.54	4	0	0	0.00%
broad	hippo car leaseing	None	Hippo Leasing	Hippo Leasing (Generic)	hippo vehicle leasing	5	5	100.00%	0.58	2.88	1	1	2.88	20.00%
broad	second hand lease cars	None	Generic Car Leasing	Used Car Leasing	used car leasing	9	46	19.57%	0.23	2.08	2.4	0	0	0.00%
broad	personal contract hire nearly new cars	None	Generic Car Leasing	Used Car Leasing	used lease cars	1	1	100.00%	0.18	0.18	3	0	0	0.00%
broad	no credit check car leasing scotland	None	Bad Credit Leasing	Bad Credit	bad credit car leasing	1	3	33.33%	1.09	1.09	2.3	0	0	0.00%
phrase	lease cars bad credit with insurance	None	Bad Credit Leasing	Bad Credit	lease cars bad credit	1	2	50.00%	1.29	1.29	4	0	0	0.00%
phrase (close variant)	lease cars no deposit uk	None	No Deposit Deals	No Deposit Deals	"""lease car no deposit"""	1	1	100.00%	0.97	0.97	1	0	0	0.00%
broad	2nd hand car leasing companies	None	Generic Car Leasing	Car leasing	car lease financing	1	4	25.00%	0.82	0.82	5.5	0	0	0.00%
broad	quick cheap car lease	None	Bad Credit Leasing	Quick Cars	quick car lease	1	1	100.00%	0.5	0.5	1	0	0	0.00%
broad	hippo leasing reviews	None	Hippo Leasing	Hippo Leasing (Generic)	hippo vehicle leasing	107	610	17.54%	0.21	22.6	1	6	3.77	5.61%
broad	car lease with no credit check	None	Bad Credit Leasing	Bad Credit	lease cars bad credit	2	3	66.67%	1.16	2.33	3	0	0	0.00%
