Match Type	Search term	Added/Excluded	Campaign	Ad group	Keyword	Clicks	Impressions	CTR	Avg. CPC	Cost	Avg. position	Converted clicks	Cost / converted click	Click conversion rate
phrase	car on lease with no deposit in swindon	None	No Deposit Deals	No Deposit Deals	"""lease with no deposit"""	1	2	50.00%	0.55	0.55	4	0	0	0.00%
broad	cheapcar leasing deal with poorcredit	None	Bad Credit Leasing	Bad Credit	lease car bad credit	1	2	50.00%	0.85	0.85	1	0	0	0.00%
broad	car lease credit score	None	Bad Credit Leasing	Bad Credit	lease car bad credit	1	1	100.00%	1.28	1.28	2	0	0	0.00%
broad	do you have to pay s deposit to lease a car	None	No Deposit Deals	No Deposit Deals	lease a car no deposit	1	1	100.00%	0.53	0.53	1	0	0	0.00%
broad	hippo leasig	None	Hippo Leasing	Hippo Leasing (Generic)	hippo lease cars	1	1	100.00%	0.22	0.22	1	0	0	0.00%
broad	car lease comparison website	None	Bad Credit Leasing	Quick Cars	quick car lease	1	1	100.00%	0.49	0.49	1	0	0	0.00%
broad (session-based)	personal contract purchase	None	Bad Credit Leasing	Bad Credit	lease cars bad credit	1	1	100.00%	1.16	1.16	1	0	0	0.00%
broad	non deposit lease cars	None	No Deposit Deals	No Deposit Deals	lease a car no deposit	1	1	100.00%	0.62	0.62	1	0	0	0.00%
phrase	q3 lease no deposit	None	No Deposit Deals	No Deposit Deals	"""lease no deposit"""	1	1	100.00%	0.34	0.34	1	0	0	0.00%
broad	best car leasing deals no deposit	None	No Deposit Deals	No Deposit Deals	cheapest car lease deals no deposit	1	3	33.33%	1.19	1.19	1.3	0	0	0.00%
broad	hippo leasing customer reviews	None	Hippo Leasing	Hippo Leasing (Generic)	hippo car lease	0	3	0.00%	0	0	1	0	0	0.00%
broad	contract hire bad credit	None	Bad Credit Leasing	Bad Credit	bad credit car leasing	3	10	30.00%	0.97	2.91	2.9	0	0	0.00%
broad	credit rating for car lease	None	Bad Credit Leasing	Bad Credit	lease cars bad credit	1	1	100.00%	1.35	1.35	3	0	0	0.00%
exact (close variant)	cheap car leases	None	Generic Car Leasing	Car leasing	"""cheap car lease"""	1	1	100.00%	0.89	0.89	1	0	0	0.00%
broad	no deposir car leas	None	No Deposit Deals	No Deposit Deals	lease a car no deposit	1	1	100.00%	0.53	0.53	2	0	0	0.00%
broad	no deposit non status car leasing	None	No Deposit Deals	No Deposit Deals	lease a car no deposit	3	15	20.00%	0.66	1.98	2	0	0	0.00%
broad	car bad credit loans	None	Bad Credit Leasing	Bad Credit	lease car bad credit	1	1	100.00%	1.43	1.43	10	0	0	0.00%
broad	lease 2 buy cars	None	Generic Car Leasing	Used Car Leasing	used car lease	1	2	50.00%	0.31	0.31	3.5	0	0	0.00%
broad	lease used audi a5	None	Generic Car Leasing	Used Car Leasing	used car leases	1	2	50.00%	0.21	0.21	1.5	0	0	0.00%
broad	leasing a car in glasgow with no deposit	None	No Deposit Deals	No Deposit Deals	cheapest car lease deals no deposit	1	2	50.00%	0.73	0.73	2	0	0	0.00%
phrase (close variant)	uk car lease comparison	None	Generic Car Leasing	Car leasing	"""uk car leasing"""	1	20	5.00%	1.08	1.08	2.1	0	0	0.00%
broad	pay monthlycar lease with insurance	None	Generic Car Leasing	Used Car Leasing	used car lease hire	1	1	100.00%	0.19	0.19	4	0	0	0.00%
broad	used range rover leasing deals	None	Generic Car Leasing	Used Car Leasing	used car leases	1	1	100.00%	0.34	0.34	2	0	0	0.00%
broad	mercedes c class lease poor credit	None	Bad Credit Leasing	Bad Credit	lease car bad credit	1	1	100.00%	0.92	0.92	3	0	0	0.00%
broad	second hand vehicle leasing	None	Generic Car Leasing	Used Car Leasing	used car leasing special offers	1	2	50.00%	0.18	0.18	6	0	0	0.00%
broad	no deposit used car leasing	None	No Deposit Deals	No Deposit Deals	lease a car no deposit	2	3	66.67%	0.52	1.05	2	0	0	0.00%
broad	in stock leasing deals	None	Bad Credit Leasing	Quick Cars	in stock car lease deals	2	1	200.00%	0.25	0.5	2	0	0	0.00%
broad	mercedes c class leasing deals bad credit	None	Bad Credit Leasing	Bad Credit	lease cars bad credit	1	1	100.00%	1.06	1.06	2	0	0	0.00%
broad	vauxhall insignia pcp deals	None	Vauxhall	Vauxhall Insignia (Petrol)	vauxhall insignia lease	3	11	27.27%	0.78	2.34	1.5	0	0	0.00%
broad	personal contract hire with bad credit	None	Bad Credit Leasing	Bad Credit	bad credit car leasing	1	3	33.33%	1.12	1.12	2	0	0	0.00%
phrase	short term car lease no deposit	None	No Deposit Deals	No Deposit Deals	"""car lease no deposit"""	1	1	100.00%	0.39	0.39	1	0	0	0.00%
broad	land rover evoque best lease deals	None	Generic Car Leasing	Used Car Leasing	used car leasing deals	1	1	100.00%	0.52	0.52	7	0	0	0.00%
broad	hippo car leasing prestige	None	Hippo Leasing	Hippo Leasing (Generic)	hippo vehicle leasing	4	8	50.00%	0.39	1.55	1.1	0	0	0.00%
broad	lease car deals no deposit	None	No Deposit Deals	No Deposit Deals	zero deposit car lease	2	3	66.67%	0.82	1.64	1.7	1	1.64	50.00%
broad	cheap car leasing no credit checks and no minimum years licence	None	Bad Credit Leasing	Bad Credit	leasing cars with bad credit	1	1	100.00%	0.86	0.86	4	0	0	0.00%
broad	car leases	None	Generic Car Leasing	Used Car Leasing	leasing used cars	1	74	1.35%	0.36	0.36	7.9	0	0	0.00%
broad	best leasing deals	None	Personal Leasing Quotes	Quick Leasing Quote (Generic)	car leasing deals personal	1	2	50.00%	0.12	0.12	1	0	0	0.00%
broad	lease car calculator	None	Generic Car Leasing	Used Car Leasing	used car lease	1	6	16.67%	0.11	0.11	3.7	0	0	0.00%
broad	bad credit car finance online application	None	Bad Credit Leasing	Bad Credit	lease car bad credit	1	1	100.00%	0.78	0.78	5	0	0	0.00%
broad	lease to buy car option	None	Generic Car Leasing	Used Car Leasing	used car for lease	1	2	50.00%	0.22	0.22	3	0	0	0.00%
phrase	list of car lease companies	None	Generic Car Leasing	Car leasing	"""car lease companies"""	1	1	100.00%	0.89	0.89	1	0	0	0.00%
broad	best personal lease deals	None	Generic Car Leasing	Used Car Leasing	used car leasing deals	2	6	33.33%	0.22	0.45	3.2	0	0	0.00%
broad	cheap cars on finance no deposit uk	None	No Deposit Deals	No Deposit Deals	no deposit cars	1	1	100.00%	1.23	1.23	1	0	0	0.00%
broad	auto lease	None	Generic Car Leasing	Car leasing	car lease financing	23	187	12.30%	0.61	14.04	1.7	0	0	0.00%
broad	guaranteed vehicle leasing	None	Bad Credit Leasing	Bad Credit	lease car bad credit	3	8	37.50%	1.09	3.26	2.5	0	0	0.00%
broad	contract hire and leasing	None	Personal Leasing Quotes	Quick Leasing Quote (Generic)	car leasing deals personal	4	149	2.68%	0.85	3.39	2.7	0	0	0.00%
broad	no deposit automatic car leasing newcastle	None	No Deposit Deals	No Deposit Deals	lease a car no deposit	1	1	100.00%	0.46	0.46	2	0	0	0.00%
phrase (close variant)	hippo leasing blackburn	None	Hippo Leasing	Hippo Leasing (Generic)	hippo lease	1	1	100.00%	0.13	0.13	1	0	0	0.00%
broad	hipp leasing	None	Hippo Leasing	Hippo Leasing (Generic)	hippo car leasing	1	1	100.00%	0.01	0.01	1	0	0	0.00%
broad	personal lease cars no deposit no credit	None	Bad Credit Leasing	Bad Credit	lease cars bad credit	1	1	100.00%	1.23	1.23	2	0	0	0.00%
broad	pch deals	None	Personal Leasing Quotes	Quick Leasing Quote (Generic)	car leasing deals personal	4	33	12.12%	0.68	2.73	1.3	0	0	0.00%
broad	personal car leasing	None	Generic Car Leasing	Used Car Leasing	used car leasing	5	606	0.83%	0.37	1.85	8	1	1.85	20.00%
broad	personal car leasing	None	Generic Car Leasing	Used Car Leasing	used car leases	1	4	25.00%	0.2	0.2	4.3	0	0	0.00%
broad	auto lease	None	Generic Car Leasing	Used Car Leasing	used car leases	4	80	5.00%	0.34	1.34	4.8	0	0	0.00%
broad	car lease no deposit drive away today	None	No Deposit Deals	No Deposit Deals	lease a car no deposit	1	1	100.00%	0.49	0.49	2	1	0.49	100.00%
broad	hippo group car	None	Hippo Leasing	Hippo Leasing (Generic)	hippo vehicle leasing	1	2	50.00%	0.15	0.15	1	0	0	0.00%
broad	hot deals on lease cars	None	Generic Car Leasing	Used Car Leasing	used car leasing special offers	1	2	50.00%	0.21	0.21	4.5	0	0	0.00%
broad	no deposit car leae	None	Hippo Leasing	Hippo Leasing (Generic)	hippo car lease	1	1	100.00%	0.94	0.94	1	0	0	0.00%
broad	new cars with zero deposit	None	No Deposit Deals	No Deposit Deals	no deposit cars	1	1	100.00%	0.75	0.75	2	0	0	0.00%
broad	lease purchase cars	None	Generic Car Leasing	Car leasing	car lease purchase	3	21	14.29%	0.55	1.65	2.7	0	0	0.00%
broad	car leasing no deposit	None	Hippo Leasing	Hippo Leasing (Generic)	hippo lease cars	35	226	15.49%	0.82	28.56	1.9	0	0	0.00%
broad	1 year car lease uk	None	Generic Car Leasing	Used Car Leasing	used car lease hire	1	3	33.33%	0.21	0.21	3.3	0	0	0.00%
broad (session-based)	personal car lease special offers	None	Personal Leasing Quotes	Quick Leasing Quote (Generic)	leasing car quote	1	1	100.00%	1.01	1.01	2	0	0	0.00%
broad	hippo motor leasing companny blackburn	None	Hippo Leasing	Hippo Leasing (Generic)	hippo car lease	1	1	100.00%	0.01	0.01	1	0	0	0.00%
phrase	personal car leasing uk range rover evoque	None	Hippo Leasing	Hippo Leasing (Generic)	"""car leasing uk"""	1	2	50.00%	0.97	0.97	4	0	0	0.00%
phrase	can i lease with bad credit	None	Bad Credit Leasing	Bad Credit	"""lease with bad credit"""	1	1	100.00%	0.95	0.95	4	1	0.95	100.00%
broad	personal lease car deals no deposit	None	No Deposit Deals	No Deposit Deals	cheapest car lease deals no deposit	2	2	100.00%	0.96	1.91	1	0	0	0.00%
broad (session-based)	the benefits of leasing a vehicle	None	Hippo Leasing	Hippo Leasing (Generic)	hippo vehicle leasing	1	1	100.00%	0.69	0.69	3	0	0	0.00%
broad	hippo car leasing deals bad credit history	None	Bad Credit Leasing	Bad Credit	lease car bad credit	0	1	0.00%	0	0	1	0	0	0.00%
broad	hippo vehicle solutions	None	Hippo Leasing	Hippo Leasing (Generic)	hippo vehicle leasing	84	312	26.92%	0.14	12.07	1	2	6.04	2.38%
phrase	car leasing bad credit no credit check	None	Bad Credit Leasing	Bad Credit	"""car leasing bad credit"""	7	141	4.96%	1.17	8.18	4.4	0	0	0.00%
broad	car leasing bad credit no credit check	None	Bad Credit Leasing	Bad Credit	lease cars bad credit	1	6	16.67%	1.24	1.24	4.7	0	0	0.00%
broad	van lease poor credit	None	Bad Credit Leasing	Bad Credit	leasing cars with bad credit	1	1	100.00%	0.86	0.86	3	0	0	0.00%
broad	cheap personal car leasing deals no deposit	None	No Deposit Deals	No Deposit Deals	zero deposit car lease	1	2	50.00%	0.83	0.83	3.5	0	0	0.00%
phrase (close variant)	nissan qashqai hippo leasing	None	Hippo Leasing	Hippo Leasing (Generic)	hippo lease	1	1	100.00%	0.53	0.53	2	0	0	0.00%
broad	short term car lease	None	Generic Car Leasing	Used Car Leasing	used car lease hire	2	4	50.00%	0.22	0.45	1.8	0	0	0.00%
phrase	lease golf r	None	VW	VW Golf	"""lease golf"""	11	563	1.95%	0.78	8.53	2.9	0	0	0.00%
broad	poor crdit business car leasing	None	Bad Credit Leasing	Bad Credit	lease cars bad credit	1	1	100.00%	1.26	1.26	2	0	0	0.00%
broad	private car leasing no credit check	None	Bad Credit Leasing	Bad Credit	bad credit car leasing	1	2	50.00%	0.86	0.86	2	0	0	0.00%
broad	poor credit cars lease	None	Bad Credit Leasing	Bad Credit	lease cars bad credit	1	1	100.00%	1.3	1.3	1	0	0	0.00%
broad	bad credit leasing	Added	Bad Credit Leasing	Bad Credit	lease cars bad credit	18	65	27.69%	1.28	22.97	2.8	2	11.48	11.11%
broad	car leasing companies uk	None	Generic Car Leasing	Car leasing	car lease financing	1	6	16.67%	0.58	0.58	2.2	0	0	0.00%
phrase	car leasing companies uk	None	Generic Car Leasing	Car leasing	"""car leasing companies"""	5	49	10.20%	0.82	4.1	2.7	0	0	0.00%
broad	car finance poor credit history	None	Bad Credit Leasing	Bad Credit	lease cars bad credit	1	5	20.00%	1.21	1.21	8	0	0	0.00%
phrase	short term lease car no deposit	None	No Deposit Deals	No Deposit Deals	"""lease car no deposit"""	1	2	50.00%	0.99	0.99	2	0	0	0.00%
broad (session-based)	car leasing with tax and insurance	None	Bad Credit Leasing	Bad Credit	lease cars bad credit	1	1	100.00%	1.01	1.01	3	0	0	0.00%
broad	car lease keighley	None	Generic Car Leasing	Used Car Leasing	used car lease	1	2	50.00%	0.2	0.2	2.5	0	0	0.00%
broad	whats the oldest car reg you can lease	None	Generic Car Leasing	Used Car Leasing	used car lease	1	1	100.00%	0.08	0.08	2	0	0	0.00%
broad	vauxhall insignia personal lease	None	Vauxhall	Vauxhall Insignia (Petrol)	vauxhall insignia lease	2	11	18.18%	0.95	1.9	1.6	0	0	0.00%
broad	lease cars with poor credit	None	Bad Credit Leasing	Bad Credit	lease cars bad credit	2	9	22.22%	1.31	2.62	4.6	0	0	0.00%
broad	used car personal leasing	None	Generic Car Leasing	Car leasing	car lease financing	1	4	25.00%	0.77	0.77	1.5	0	0	0.00%
phrase	car leasing uk personal	None	Hippo Leasing	Hippo Leasing (Generic)	"""car leasing uk"""	1	3	33.33%	0.9	0.9	2.7	0	0	0.00%
broad	car leasing uk personal	None	Bad Credit Leasing	Bad Credit	bad credit car leasing	6	49	12.24%	1.01	6.05	2.1	0	0	0.00%
broad	low deposit car deal	None	No Deposit Deals	No Deposit Deals	no deposit cars	1	1	100.00%	0.99	0.99	2	0	0	0.00%
broad	personal leasing	None	Personal Leasing Quotes	Quick Leasing Quote (Generic)	car leasing deals personal	2	10	20.00%	0.6	1.19	1.7	0	0	0.00%
broad	bad credit car loans low apr	None	Bad Credit Leasing	Bad Credit	lease car bad credit	1	1	100.00%	1.22	1.22	8	0	0	0.00%
broad	vauxhall insignia in liverpool	None	Vauxhall	Vauxhall Insignia Both	vauxhall insignia deals	1	2	50.00%	0.85	0.85	2	0	0	0.00%
phrase (close variant)	short term insignia lease	None	Vauxhall	Vauxhall Insignia Both	insignia leasing	1	1	100.00%	0.68	0.68	1	0	0	0.00%
broad (session-based)	take over a lease car	None	Bad Credit Leasing	Bad Credit	bad credit car leasing	1	1	100.00%	1.17	1.17	1	0	0	0.00%
phrase	best car leasing in uk	None	Hippo Leasing	Hippo Leasing (Generic)	"""car leasing in uk"""	0	2	0.00%	0	0	3	0	0	0.00%
broad (session-based)	what leasing companys do the abarth 500 hatchback	None	Hippo Leasing	Hippo Leasing (Generic)	hippo car leasing	1	1	100.00%	1.08	1.08	4	0	0	0.00%
phrase	lex personal vehicle leasing	None	Personal Leasing Quotes	Quick Leasing Quote (Generic)	"""personal vehicle leasing"""	6	60	10.00%	0.82	4.92	1.7	0	0	0.00%
broad	in stock car lease	None	No Deposit Deals	No Deposit Deals	zero deposit car lease	2	3	66.67%	0.92	1.83	1	0	0	0.00%
broad	lease car no credit check	None	Bad Credit Leasing	Bad Credit	lease cars bad credit	4	23	17.39%	1.07	4.29	3.9	0	0	0.00%
phrase (close variant)	cheap no deposit lease on vw tiguan	None	No Deposit Deals	No Deposit Deals	"""no deposit leasing"""	1	1	100.00%	0.87	0.87	1	0	0	0.00%
phrase	audi a4 lease personal	None	Audi	Audi A3	"""audi a4 lease"""	0	12	0.00%	0	0	2.8	0	0	0.00%
broad	nearly new lease cars	None	Generic Car Leasing	Used Car Leasing	used car leasing deals	1	1	100.00%	0.2	0.2	3	0	0	0.00%
broad (session-based)	no deposit car	None	No Deposit Deals	No Deposit Deals	lease car no deposit	1	1	100.00%	1.13	1.13	1	0	0	0.00%
broad	leasing pre owned cars	None	Generic Car Leasing	Used Car Leasing	used car leasing	1	1	100.00%	0.2	0.2	2	0	0	0.00%
broad	van lease poor credit rating	None	Bad Credit Leasing	Bad Credit	lease car bad credit	2	6	33.33%	0.9	1.79	4.3	0	0	0.00%
broad	lease cars under 100	None	Generic Car Leasing	Used Car Leasing	used car lease deals	1	3	33.33%	0.18	0.18	3	0	0	0.00%
broad	car lease used vehicles automatics	None	Generic Car Leasing	Used Car Leasing	used car leasing special offers	2	1	200.00%	0.47	0.94	2	0	0	0.00%
broad (session-based)	hippo trading	None	Hippo Leasing	Hippo Leasing (Generic)	hippo leasing	1	1	100.00%	0.74	0.74	1	0	0	0.00%
broad	no deposit personal lease	None	Hippo Leasing	Hippo Leasing (Generic)	hippo car lease	1	2	50.00%	0.47	0.47	1.5	0	0	0.00%
broad	lease a ford fiesta st with no deposit	None	No Deposit Deals	No Deposit Deals	no deposit lease	1	3	33.33%	0.87	0.87	2.7	0	0	0.00%
broad	credit score required for car lease	None	Bad Credit Leasing	Bad Credit	lease cars bad credit	1	1	100.00%	0.98	0.98	2	0	0	0.00%
broad	car leasing for unemployed uk	None	Generic Car Leasing	Used Car Leasing	used car lease	1	2	50.00%	0.19	0.19	2.5	0	0	0.00%
broad	car personal contract hire	None	Generic Car Leasing	Used Car Leasing	used car leasing deals	1	3	33.33%	0.16	0.16	2.7	0	0	0.00%
broad	lease hire second hand cars	None	Generic Car Leasing	Used Car Leasing	used car for lease	1	2	50.00%	0.24	0.24	2	0	0	0.00%
broad	car lease norway	None	Generic Car Leasing	Used Car Leasing	used car lease hire	1	1	100.00%	0.31	0.31	11	0	0	0.00%
broad	car lease no credit check	None	Bad Credit Leasing	Bad Credit	lease car bad credit	3	5	60.00%	0.88	2.65	2.2	0	0	0.00%
broad (session-based)	car rental blackburn	None	Bad Credit Leasing	Bad Credit	bad credit car leasing	1	1	100.00%	1.28	1.28	5	0	0	0.00%
broad	hippoleasimg	None	Hippo Leasing	Hippo Leasing (Generic)	hippo lease cars	1	1	100.00%	0.01	0.01	1	0	0	0.00%
broad (session-based)	peugeot	None	Peugeot	Peugeot 107	no deposit Peugeot lease	1	1	100.00%	1.13	1.13	3	0	0	0.00%
broad	no deposit lease cars	Added	No Deposit Deals	No Deposit Deals	lease a car no deposit	4	4	100.00%	0.65	2.59	1.3	0	0	0.00%
phrase	no deposit lease cars	Added	No Deposit Deals	No Deposit Deals	no deposit lease	7	17	41.18%	0.9	6.3	1.2	0	0	0.00%
broad	car lease under 100	None	Generic Car Leasing	Used Car Leasing	used car leases	2	4	50.00%	0.2	0.41	7.8	0	0	0.00%
broad	commercial car leasing	None	Generic Car Leasing	Used Car Leasing	used car lease deals	1	7	14.29%	0.29	0.29	7.4	0	0	0.00%
broad	personal contract hire hippo	None	Hippo Leasing	Hippo Leasing (Generic)	hippo car lease	1	1	100.00%	0.13	0.13	1	0	0	0.00%
broad	car leasing surrey	None	Bad Credit Leasing	Quick Cars	car leasing quick	3	9	33.33%	0.79	2.38	2.7	0	0	0.00%
broad	car leasing prices uk	None	Personal Leasing Quotes	Quick Leasing Quote (Generic)	car leasing deals personal	1	1	100.00%	0.9	0.9	2	0	0	0.00%
broad	hippo automotive	None	Hippo Leasing	Hippo Leasing (Generic)	hippo vehicle leasing	3	7	42.86%	0.17	0.52	1	0	0	0.00%
broad (session-based)	personal car lease deals	None	No Deposit Deals	No Deposit Deals	cheap car lease deals no deposit	1	1	100.00%	0.44	0.44	1	0	0	0.00%
broad	fiesta leasing	None	Ford KA	KA (1.2 Edge)	ford ka leasing	0	20	0.00%	0	0	7	0	0	0.00%
broad (session-based)	low cost van leasing	None	Bad Credit Leasing	Bad Credit	lease car bad credit	1	1	100.00%	1.22	1.22	3	0	0	0.00%
broad	cheap personal car lease with insurance included	None	Generic Car Leasing	Used Car Leasing	used car for lease	1	1	100.00%	0.19	0.19	3	0	0	0.00%
broad	hippo car rental facebook	None	Hippo Leasing	Hippo Leasing (Generic)	hippo lease	1	1	100.00%	0.97	0.97	1	0	0	0.00%
phrase	audi a3 lease uk saloon	None	Audi	Audi A3	"""audi a3 lease"""	1	1	100.00%	0.83	0.83	2	0	0	0.00%
broad	no deposit car leases	None	No Deposit Deals	No Deposit Deals	lease a car no deposit	3	6	50.00%	0.57	1.72	2	0	0	0.00%
broad	poor credit lease cars	None	Bad Credit Leasing	Bad Credit	lease cars bad credit	3	6	50.00%	1	2.99	3.2	0	0	0.00%
broad	lease a new car with poor credit	None	Bad Credit Leasing	Bad Credit	leasing cars with bad credit	1	3	33.33%	0.91	0.91	3.3	0	0	0.00%
exact (close variant)	car lease with bad credit	None	Bad Credit Leasing	Bad Credit	"""car leasing with bad credit"""	23	128	17.97%	1	23.08	3	3	7.69	13.04%
broad	vehicle leasing	None	Generic Car Leasing	Car leasing	car lease purchase	1	1	100.00%	0.65	0.65	1	0	0	0.00%
broad	uk pcp lease deals	None	Personal Leasing Quotes	Quick Leasing Quote (Generic)	car leasing deals personal	1	1	100.00%	0.84	0.84	2	0	0	0.00%
broad	poor credit car leaseing wolverhampton	None	Bad Credit Leasing	Bad Credit	lease cars bad credit	1	4	25.00%	1.05	1.05	4.5	0	0	0.00%
broad	can i get a lease car without a deposit	None	No Deposit Deals	No Deposit Deals	lease a car no deposit	1	1	100.00%	0.55	0.55	1	1	0.55	100.00%
broad	hipo lease	None	Hippo Leasing	Hippo Leasing (Generic)	hippo leasing no deposit	2	2	100.00%	0.2	0.41	1	0	0	0.00%
broad	hipo lease	None	Hippo Leasing	Hippo Leasing (Generic)	hippo car lease	1	1	100.00%	0.08	0.08	1	0	0	0.00%
phrase (close variant)	pre paid car lease uk	None	Hippo Leasing	Hippo Leasing (Generic)	"""car leasing uk"""	1	6	16.67%	0.97	0.97	1.8	0	0	0.00%
broad	used van lease bad credit	None	Bad Credit Leasing	Bad Credit	lease car bad credit	1	1	100.00%	0.88	0.88	4	0	0	0.00%
broad	car leaseing hereford	None	Generic Car Leasing	Used Car Leasing	used lease cars	1	1	100.00%	0.19	0.19	4	0	0	0.00%
broad	car leasing under 80 pounds	None	Generic Car Leasing	Used Car Leasing	used car leases	1	1	100.00%	0.2	0.2	5	0	0	0.00%
phrase (close variant)	uk car lease returns sales	None	Generic Car Leasing	Car leasing	"""uk car leasing"""	1	1	100.00%	0.56	0.56	1	0	0	0.00%
broad	hippo cars	None	Hippo Leasing	Hippo Leasing (Generic)	hippo lease cars	89	411	21.65%	0.2	18.08	1	2	9.04	2.25%
broad	hippo cars	None	Hippo Leasing	Hippo Leasing (Generic)	hippoleasing	3	4	75.00%	0.41	1.24	1	0	0	0.00%
phrase (close variant)	commercial car lease uk	None	Hippo Leasing	Hippo Leasing (Generic)	"""car leasing uk"""	1	1	100.00%	0.96	0.96	1	0	0	0.00%
broad	1 year car lease	None	Generic Car Leasing	Used Car Leasing	used car leases	1	2	50.00%	0.21	0.21	2.5	0	0	0.00%
broad (session-based)	cheap car leasing	None	Hippo Leasing	Hippo Leasing (Generic)	hippo car leasing	1	16	6.25%	0.91	0.91	3.1	0	0	0.00%
broad (session-based)	lease a car low deposit	None	Bad Credit Leasing	Bad Credit	lease car bad credit	1	1	100.00%	1.22	1.22	3	0	0	0.00%
broad	used car lease uk	None	Generic Car Leasing	Used Car Leasing	used car leasing deals	1	5	20.00%	0.14	0.14	2.4	0	0	0.00%
broad	lease car deals	None	Personal Leasing Quotes	Quick Leasing Quote (Generic)	car leasing deals personal	1	4	25.00%	0.75	0.75	1.5	0	0	0.00%
broad	car leasing deals no deposit	None	No Deposit Deals	No Deposit Deals	lease a car no deposit	24	76	31.58%	0.49	11.81	2.6	0	0	0.00%
broad	new cars with no deposit and free insurance	None	No Deposit Deals	No Deposit Deals	no deposit cars	1	1	100.00%	0.84	0.84	2	0	0	0.00%
broad	car lease personal	None	Bad Credit Leasing	Quick Cars	quick car lease	1	1	100.00%	0.66	0.66	1	0	0	0.00%
broad	car finance bad credit north west	None	Bad Credit Leasing	Bad Credit	lease car bad credit	1	2	50.00%	0.87	0.87	4	0	0	0.00%
broad	best and quickest car lease deals	None	Bad Credit Leasing	Quick Cars	quick car lease	1	4	25.00%	0.52	0.52	2.8	0	0	0.00%
phrase	best pay monthly no deposit cars	None	No Deposit Deals	No Deposit Deals	no deposit cars	1	1	100.00%	0.7	0.7	1	0	0	0.00%
phrase (close variant)	zero deposit lease car	None	No Deposit Deals	No Deposit Deals	"""zero deposit leasing"""	1	2	50.00%	0.3	0.3	1	0	0	0.00%
broad	low deposit lease deals	None	No Deposit Deals	No Deposit Deals	lease a car no deposit	1	4	25.00%	0.6	0.6	2	0	0	0.00%
broad	car leasing zero deposit	None	No Deposit Deals	No Deposit Deals	Leasing no deposit	2	3	66.67%	0.71	1.42	2	0	0	0.00%
broad	car leasing zero deposit	None	No Deposit Deals	No Deposit Deals	zero deposit car lease	1	1	100.00%	0.68	0.68	2	0	0	0.00%
broad	renting without deposit	None	No Deposit Deals	No Deposit Deals	Leasing no deposit	1	1	100.00%	0.6	0.6	1	0	0	0.00%
broad	cheap car lease	None	Generic Car Leasing	Used Car Leasing	used car leasing special offers	3	52	5.77%	0.38	1.15	6	0	0	0.00%
broad	fiat punto personal lease	None	Fiat Punto	Fiat Punto	leasing Fiat Punto	2	4	50.00%	0.42	0.83	1	0	0	0.00%
phrase	car leasing bad credit history	None	Bad Credit Leasing	Bad Credit	"""car leasing bad credit"""	2	9	22.22%	1.1	2.2	3.9	1	2.2	50.00%
phrase	astra leasing glasgow	None	Vauxhall Astra	Vauxhall Astra (Diesel)	"""astra leasing"""	2	2	100.00%	0.54	1.07	2.5	0	0	0.00%
broad	car lease to buy	None	Generic Car Leasing	Used Car Leasing	used car lease deals	1	1	100.00%	0.12	0.12	2	0	0	0.00%
broad	non status personal car leasing	None	Bad Credit Leasing	Bad Credit	non status car leasing	2	2	100.00%	0.78	1.55	1	0	0	0.00%
phrase	cheap vauxhall corsa leasing	None	Vauxhall Corsa	Vauxhall Corsa (1.4 SXI)	"""vauxhall corsa leasing"""	1	1	100.00%	1.11	1.11	3	0	0	0.00%
broad	short term personal car lease no deposit	None	No Deposit Deals	No Deposit Deals	lease a car no deposit	3	9	33.33%	0.46	1.37	2.1	1	1.37	33.33%
phrase (close variant)	lease seat exeo sport tourer	None	Seat	Seat Ibiza	"""leasing seat"""	1	1	100.00%	0.97	0.97	1	0	0	0.00%
broad	leasing a one year old car	None	Generic Car Leasing	Used Car Leasing	leasing a used car	1	1	100.00%	0.32	0.32	1	0	0	0.00%
broad	pcp car leasing no deposit	None	No Deposit Deals	No Deposit Deals	lease a car no deposit	1	1	100.00%	0.58	0.58	1	0	0	0.00%
broad (session-based)	cars on lease	None	Bad Credit Leasing	Bad Credit	leasing cars with bad credit	1	23	4.35%	0.89	0.89	2.7	1	0.89	100.00%
broad	no deposit bad credit lease cars	None	Bad Credit Leasing	Bad Credit	leasing cars with bad credit	1	1	100.00%	1.02	1.02	3	0	0	0.00%
broad (session-based)	xc90 volvo used	None	Generic Car Leasing	Used Car Leasing	used car leases	1	1	100.00%	0.34	0.34	3	0	0	0.00%
broad	car lease with free insurance	None	Generic Car Leasing	Used Car Leasing	used car lease	1	5	20.00%	0.19	0.19	3	0	0	0.00%
phrase (close variant)	www hippolease	None	Hippo Leasing	Hippo Leasing (Generic)	hippo lease	2	2	100.00%	0.18	0.37	1	1	0.37	50.00%
broad (session-based)	car lease is it worth it	None	Generic Car Leasing	Car leasing	car leasing finance	1	1	100.00%	0.47	0.47	1	0	0	0.00%
exact (close variant)	zero deposit car leasing	None	No Deposit Deals	No Deposit Deals	zero deposit car lease	1	1	100.00%	0.57	0.57	2	0	0	0.00%
broad	lease cars under a 100 per month	None	Generic Car Leasing	Used Car Leasing	used car lease deals	1	1	100.00%	0.21	0.21	5	0	0	0.00%
